nome,endereço,telefone,aniversário,cpf
Brayan Macedo,"Favela de da Cunha, 23, Ventosa, 61160130 Souza / MT",37-93377-3877,16/02/1972,631.059.472-99
Eloá Barros,"Via Maria Liz Fonseca, 10, Mirante, 56786392 Cirino de Pacheco / SC",69-92464-6412,11/05/1972,472.905.813-50
Sra. Ana Liz Viana,"Quadra Otto Siqueira, 447, Aarão Reis, 50699-744 Rezende / AM",43-94159-3298,05/02/1941,295.081.463-89
Sophia Brito,"Loteamento Siqueira, 19, São Damião, 45505-320 Farias dos Dourados / PR",82-99307-3250,11/04/1976,512.736.904-43
Melina Santos,"Quadra de Barros, 92, Barão Homem De Melo 3ª Seção, 81731646 da Cruz / MA",39-94299-9636,24/07/1958,276.509.438-10
Dr. Daniel Viana,"Esplanada de Vasconcelos, 46, Belvedere, 59878-996 Jesus / ES",65-93263-5841,07/07/1999,712.463.809-78
Zoe Cunha,"Conjunto de Albuquerque, 367, Funcionários, 78995211 Aparecida / AM",68-93999-2669,11/01/1980,861.307.529-03
Thomas Borges,"Ladeira Liam da Cunha, 4, Biquinhas, 09830008 Novaes / TO",53-91190-8104,10/12/1963,268.307.519-77
Natália da Cunha,"Estrada Apollo Aparecida, 98, Atila De Paiva, 95948756 Abreu do Amparo / BA",18-91581-2213,12/07/1987,734.092.815-41
Thales Moreira,"Residencial Luana Novais, 76, Boa União 2ª Seção, 05416320 Silveira da Mata / SP",26-98961-2629,17/02/1947,981.763.250-40
Stephany Costela,"Campo Fonseca, 77, Piratininga, 60524-441 Andrade / DF",74-97190-5974,22/06/2003,752.940.361-34
Ana Luiza Campos,"Travessa de Machado, 59, Mala E Cuia, 74411-129 Pereira de Goiás / RS",32-96379-5660,22/10/1969,472.596.083-74
Caroline Dias,"Lagoa Lucas da Cruz, 83, Grota, 72084235 Pastor do Sul / MA",72-99680-3321,14/09/1971,543.876.029-29
Lunna Moraes,"Viaduto da Rosa, 29, Barão Homem De Melo 2ª Seção, 02809001 Pires das Flores / ES",10-99249-5919,21/08/1955,194.762.358-37
Sabrina Martins,"Loteamento Fernandes, 43, Vale Do Jatoba, 66708137 Costa / TO",59-96613-8142,22/06/1960,745.860.239-29
Bryan Mendes,"Viaduto de Nascimento, 863, Conjunto Califórnia Ii, 71320836 Abreu da Praia / MT",21-94827-2571,24/04/1955,165.389.720-12
Maria Luiza Brito,"Aeroporto de Dias, 9, Petropolis, 64877643 Novaes de Viana / SE",35-93291-4499,23/06/1960,792.341.806-31
Dr. José Correia,"Campo Carvalho, 15, Vila Santa Monica 2ª Seção, 06852-960 Montenegro Grande / CE",93-94634-1439,01/06/1953,560.247.183-90
Luigi Cirino,"Vila Aparecida, 74, Cruzeiro, 92988-382 Correia / RO",21-99798-6213,04/11/1973,179.256.038-95
Yan Alves,"Chácara de Duarte, 19, Heliopolis, 78281-489 Siqueira / PA",39-91669-1003,21/12/2003,458.321.609-24
Rael Sousa,"Pátio Rodrigues, 970, São João, 14239-973 Ramos de Monteiro / SP",87-92545-9325,18/10/2000,681.529.307-68
Maria Laura Nascimento,"Parque da Cruz, Novo Glória, 46514-953 Viana das Flores / AM",79-94410-2107,08/04/1982,284.531.976-28
Diogo Vasconcelos,"Núcleo de Alves, 1, Marmiteiros, 27211-022 Caldeira do Galho / ES",14-91862-6910,08/05/1976,201.785.394-14
Daniela Campos,"Estação Silveira, 200, Vila Ecológica, 80530212 Castro dos Dourados / MG",65-91548-2100,23/05/1974,468.901.725-58
Isabela Farias,"Passarela da Rocha, 4, Morro Dos Macacos, 75201616 Castro / GO",11-99693-3955,16/05/2000,291.856.740-01
Ana Júlia Moreira,"Quadra João Gabriel Sales, 48, Engenho Nogueira, 99800831 Sousa / RO",15-99110-2860,03/02/1955,714.693.058-01
Ravy da Mata,"Conjunto Samuel Moura, 94, Havaí, 24226173 Abreu Paulista / AP",53-98195-8925,19/11/1969,850.329.416-89
Lorena Rios,"Trecho Isaque Albuquerque, 92, Vila Sumaré, 94941397 Fogaça de Goiás / AM",44-96673-8863,24/08/1969,598.426.371-82
Stella Barros,"Quadra de Campos, 26, Cidade Nova, 69378-376 Cunha do Amparo / SC",21-94148-6306,03/03/1949,641.052.378-53
Pietro Pinto,"Lagoa de Pires, 15, Cardoso, 29927-579 da Cunha / DF",69-95473-5809,27/11/2001,820.514.763-90
Bernardo Pinto,"Praça Nogueira, 28, Vila Suzana Segunda Seção, 91530131 Rocha / RN",15-99982-3097,30/10/1993,875.329.106-95
Caroline da Mata,"Praia Caldeira, 24, Alípio De Melo, 31242-222 Cassiano Verde / MG",16-97891-5825,31/08/1949,471.506.398-01
Aurora Cirino,"Lagoa Borges, Novo Aarão Reis, 42446536 Rios / SE",62-92988-1245,30/01/1966,687.124.390-96
Isabella Campos,"Lago Maria Júlia Aparecida, 31, Solimoes, 20405562 Mendes do Norte / MS",38-93749-9520,26/08/1997,608.379.514-10
Nicolas Camargo,"Alameda Vitória Novais, Vila Da Amizade, 59851450 da Paz de Albuquerque / ES",71-93734-9848,27/10/1958,042.816.793-40
Noah da Rosa,"Esplanada de Sousa, 14, Indaiá, 88789-458 Almeida / AP",35-91085-6907,14/05/1955,208.159.463-33
Lucas Vargas,"Estrada de da Conceição, 44, Jardim Vitoria, 25301385 da Rocha / ES",49-93845-8977,28/03/1989,138.965.470-20
Agatha Aparecida,"Conjunto Maria Laura Araújo, Chácara Leonina, 88347236 Aparecida / DF",90-96736-8276,26/02/1997,143.268.059-51
Caio da Conceição,"Lago de Leão, 55, Primeiro De Maio, 03962-208 Oliveira da Prata / DF",98-94730-9117,30/08/1945,520.948.137-97
Bruno Fonseca,"Distrito José Rocha, 54, Vila União, 49502-474 Melo / PI",49-95707-2177,19/09/1944,951.243.860-70
Agatha Câmara,"Largo Fogaça, 63, Guaratã, 98041-859 Rezende do Norte / MA",92-97732-4509,31/01/1938,493.780.526-65
Eduarda Borges,"Passarela Ana Júlia Pimenta, Vila Tirol, 83682635 Aragão / RJ",24-96089-6063,21/01/1986,150.397.826-59
Carolina Ferreira,"Avenida da Cruz, Nossa Senhora Da Conceição, 97417022 Caldeira de Siqueira / RN",25-99083-7237,11/05/1999,254.670.189-49
Valentina da Rosa,"Trevo Mariane Macedo, Mariano De Abreu, 12053-853 Moraes / AC",72-97854-4722,26/04/1946,853.671.092-68
Sra. Maitê Pereira,"Parque Lara Campos, Universo, 77400-544 Costa de Goiás / GO",12-91887-1016,13/12/1995,985.362.741-82
Luna Rios,"Jardim Camargo, 419, Itatiaia, 36209-927 Sá / AM",82-92209-5559,06/10/1962,071.836.529-12
Mateus da Cunha,"Vila Melo, 19, Mariano De Abreu, 77774227 da Cruz / RS",82-97178-7309,29/10/1990,412.850.937-04
Maria Cecília Viana,"Conjunto Maria Flor Sampaio, 84, Aeroporto, 13843-640 Aragão / GO",17-99465-3287,21/01/1938,073.184.926-40
Luiz Miguel Martins,"Vereda Maria Eduarda Vasconcelos, 14, Betânia, 02905251 Gomes do Oeste / DF",19-93377-4600,17/08/1944,591.038.476-75
Luiz Felipe Rodrigues,"Estação Rodrigues, 13, Confisco, 42762930 da Mata de Azevedo / MS",47-99950-3728,09/06/1976,681.572.049-76
Kaique Lima,"Estrada de Nascimento, 12, Gutierrez, 50778-261 Gonçalves do Galho / ES",95-96917-8072,15/12/1975,864.109.375-39
Luísa Porto,"Ladeira Pimenta, Marieta 1ª Seção, 92328495 Barbosa de Goiás / PI",82-95029-7628,10/02/1970,257.086.931-77
Julia Costela,"Residencial da Costa, 32, Jardim Atlântico, 21597419 Rodrigues de da Paz / AP",23-91813-5210,13/01/1953,861.930.542-51
Ana Cecília Azevedo,"Esplanada Pereira, Eymard, 69366-694 Cavalcanti / DF",89-93678-1514,01/02/1958,246.153.790-99
Daniela Machado,"Distrito de Cavalcante, 4, Primeiro De Maio, 08170526 Gomes / AC",81-94680-4993,09/12/2000,973.658.142-09
Kamilly Guerra,"Vila de Oliveira, 58, Vila Pinho, 55846651 Araújo / PB",72-93891-3955,11/11/1962,920.736.548-00
Srta. Ana Julia Novaes,"Via Ramos, 963, São João, 96333-184 Pinto de Pastor / MS",57-92581-7548,19/04/1969,038.472.651-80
Letícia Jesus,"Ladeira Letícia Pinto, 97, Jonas Veiga, 96179364 Gomes do Galho / MS",31-97121-9810,23/05/1953,091.265.837-12
Brenda Pastor,"Rua Larissa Cunha, 27, Vila Copacabana, 76519850 Lopes de Alves / RR",63-92792-1555,15/03/1996,913.547.628-19
Dr. Dom Vargas,"Quadra Azevedo, São Paulo, 38205-917 Costa / AP",95-96438-1420,27/06/1953,310.852.746-08
Vitor Hugo Ramos,"Fazenda de Mendes, Trevo, 85456-927 Cassiano de Goiás / ES",88-95258-8091,07/06/1937,520.873.649-74
Ísis Azevedo,"Núcleo Lopes, 23, Vila Vista Alegre, 26032-946 Rezende / RN",18-91480-8572,02/01/1942,531.689.024-89
Lunna Souza,"Viaduto de Teixeira, 70, Brasil Industrial, 54548-706 Teixeira de Minas / MG",24-95997-8092,25/08/1993,639.471.802-50
Josué Castro,"Condomínio Rodrigues, 5, Camponesa 1ª Seção, 20493448 Gonçalves / TO",32-92760-1150,29/02/1976,680.793.251-03
Luísa Pereira,"Ladeira de Macedo, 51, Ipe, 27924-158 Pires / AP",53-98820-1644,22/04/1948,628.915.034-06
Lara Lopes,"Aeroporto de Fonseca, 7, São Damião, 25584248 Souza de Casa Grande / MS",79-95654-8926,16/01/1947,237.018.459-05
Eduarda Pereira,"Loteamento Machado, 416, Europa, 76893-606 Moreira / RS",74-92551-6099,02/05/1946,178.340.526-08
Esther Sousa,"Praça de Viana, 31, Bernadete, 35701-043 Moraes / SE",58-96664-5850,18/02/1982,026.958.471-49
Ravi Lucca Novais,"Campo de Guerra, 553, Barroca, 43229953 Lima / MA",61-93795-2119,06/08/1957,981.062.735-12
Caleb da Mata,"Viaduto de Alves, Monte Azul, 50737-224 Oliveira de Lopes / AP",71-96953-1893,05/08/1937,674.891.530-93
João Vitor Novaes,"Recanto Correia, 3, Alto Dos Pinheiros, 12778653 Ribeiro / AC",51-97495-1289,21/03/1987,629.780.135-59
Eloah Cassiano,"Setor de Rodrigues, 353, Nossa Senhora Aparecida, 02068-050 da Costa do Amparo / RO",26-97858-1872,27/01/1954,173.965.042-52
Liz Cavalcanti,"Conjunto Ravi Vieira, 310, Sport Club, 83050-150 Cavalcanti Alegre / MS",61-94037-1982,05/09/1997,503.246.817-71
Ana Lívia da Luz,"Praça Sales, 503, Eymard, 38573473 Pires / SC",37-97583-3409,17/04/1985,802.764.953-65
Dr. Rael Pereira,"Lagoa Rios, 21, Vila De Sá, 75452-832 Guerra / AP",75-97412-2869,21/11/1952,865.219.340-15
Davi Ferreira,"Passarela de Siqueira, 34, Vila São Francisco, 74285-599 Gonçalves de Minas / SC",20-96370-3851,06/02/1955,046.178.529-30
Gael Henrique Souza,"Feira Borges, 304, Bairro Das Indústrias Ii, 05511288 Almeida / RN",33-94135-7363,01/10/1986,385.792.401-23
Rodrigo Sousa,"Setor Letícia Guerra, 77, Frei Leopoldo, 03840-168 das Neves / PA",73-93715-5371,19/11/1973,495.137.620-25
Dr. Rhavi Cavalcante,"Esplanada Diogo Vieira, 487, Milionario, 46878-523 Souza de Andrade / MS",13-98604-6315,25/11/1938,631.908.574-66
Lavínia Lima,"Loteamento Enzo Sampaio, 22, Nova Floresta, 16495-274 Rodrigues das Pedras / AM",15-96456-4170,09/03/1938,185.027.639-03
Sophia Macedo,"Sítio de Aragão, 32, Bom Jesus, 87650834 Vasconcelos de Rezende / DF",14-94432-7840,27/11/1962,583.420.179-23
Lucas Albuquerque,"Rua Davi Luiz Gomes, 17, Capitão Eduardo, 98637-346 Peixoto / PE",92-93970-5202,01/09/1984,617.320.584-07
Dr. Pedro Miguel Monteiro,"Núcleo Barbosa, 33, Conjunto Minas Caixa, 01790-778 Porto / PE",16-96206-9685,24/12/1973,192.864.073-78
Sr. Noah Teixeira,"Estação Mariah da Costa, 41, Engenho Nogueira, 26170275 Cunha / RN",39-98823-6541,01/08/1979,491.026.537-61
Rafaela Farias,"Conjunto Maitê Borges, 77, Vila São Gabriel Jacui, 97810042 da Conceição / RS",80-92158-2587,26/09/1952,329.841.605-33
Leandro Aparecida,"Pátio de Souza, 96, Esplanada, 45562-382 Barbosa das Flores / BA",31-93367-2087,04/12/1968,471.830.956-57
Pedro Miguel Souza,"Lago da Paz, 76, Cenaculo, 52256-497 Casa Grande Verde / SP",57-96076-4764,11/06/1940,982.167.345-73
Sra. Amanda Castro,"Trecho Gustavo Henrique Pacheco, 70, Camponesa 2ª Seção, 76955-923 Novaes de Machado / DF",57-92263-9526,25/09/2002,520.879.416-02
Gustavo Henrique Mendes,"Viaduto Nogueira, Acaiaca, 74053-816 Cavalcante dos Dourados / PR",37-93318-7974,07/04/1959,401.268.753-08
Bruno Martins,"Vila Andrade, 9, Serrano, 02263100 da Mota / RS",82-96893-9896,15/01/2002,418.705.296-85
Antônio Nunes,"Avenida Paulo Fernandes, Vila União, 51199-238 Albuquerque de Goiás / RN",41-94617-2196,18/04/1942,087.463.295-10
Dra. Natália Moura,"Feira Manuela Mendes, 98, Vila Paraíso, 60474631 Gonçalves de Minas / RS",76-94294-5924,25/02/1999,475.328.690-83
Nicole Barbosa,"Núcleo de Borges, 26, Ventosa, 78874-035 Almeida do Norte / RJ",55-95171-2855,22/08/2001,074.158.296-11
Sra. Natália Ribeiro,"Esplanada da Mata, 63, Vila Da Ária, 55777910 da Costa / MG",99-99175-4511,20/11/1999,601.238.479-31
Leonardo Azevedo,"Rodovia João Monteiro, 1, Nossa Senhora Da Conceição, 41043036 Câmara / ES",96-94151-8286,21/11/1963,752.834.619-55
Olívia Barbosa,"Parque Cirino, 607, Vila Primeiro De Maio, 25023487 Peixoto Paulista / PA",36-97416-6026,01/03/1969,968.032.547-47
Dra. Nicole Pastor,"Via Maria Alice da Rosa, 28, Vila Maria, 50070-553 Castro / ES",13-95378-6869,27/03/1954,280.953.716-02
Dra. Sabrina da Mota,"Alameda Lima, 104, Esperança, 75014034 Jesus / RN",80-96570-7436,09/02/1968,246.937.085-00
Gabriel da Rocha,"Distrito Moraes, 119, Marmiteiros, 00803-080 Viana / GO",43-97780-9919,26/12/1990,453.276.901-99
Ian Martins,"Núcleo Cirino, 45, Ipiranga, 90743-874 Vasconcelos Paulista / SP",46-95077-2375,16/06/1999,420.675.398-92
Dr. Felipe Dias,"Residencial Silveira, 10, São Gabriel, 04514905 Câmara / PB",84-91437-8845,24/07/1952,475.962.803-74
Antonella Fonseca,"Alameda Caldeira, 68, Jonas Veiga, 14107-012 Macedo / SE",55-94615-7567,03/01/1958,736.520.189-40
Ana Lívia Montenegro,"Trecho Leão, 279, Confisco, 92782-531 Machado / RJ",39-92299-5937,27/08/1959,038.267.541-07
Maria Camargo,"Estrada Campos, 7, Jonas Veiga, 84001232 Casa Grande do Norte / GO",75-96091-2850,22/06/1954,538.406.971-66
Ana Luiza Cavalcanti,"Rodovia Jesus, 6, Nova Cachoeirinha, 79163-777 Marques / PI",44-91029-8717,05/10/2003,364.915.207-06
Dr. Theodoro Cavalcanti,"Vereda Laís Rodrigues, 370, Casa Branca, 41941-864 Ribeiro Verde / SC",41-97275-5731,05/04/1937,974.350.186-00
Otávio Ferreira,"Viaduto Pinto, 3, Cachoeirinha, 61035-922 Souza do Galho / GO",73-99095-3222,02/10/1982,439.520.186-51
Maria Alice Almeida,"Feira Nina da Paz, 32, Jardim Felicidade, 26510098 Moura / PE",32-93422-9069,11/03/1962,423.069.581-06
Sr. Ryan Sousa,"Sítio de Pinto, 89, Vila Cloris, 68970-950 Vargas / RN",30-95013-2032,22/01/1934,760.514.832-17
João Gabriel Teixeira,"Conjunto Valentina da Rosa, São Lucas, 14220753 Fonseca / SP",31-95307-3454,11/08/2002,708.652.491-30
Maria Helena Almeida,"Travessa de Duarte, 32, Vila Trinta E Um De Março, 79432-936 Garcia da Prata / AL",30-96764-3398,02/08/1944,465.092.738-29
Sr. Daniel Montenegro,"Trecho de Oliveira, 62, Silveira, 31079499 Teixeira / AL",16-92320-2078,11/12/1990,280.736.419-50
Yuri Caldeira,"Viaduto Yuri Castro, 60, Cabana Do Pai Tomás, 69733-144 Oliveira do Amparo / RJ",85-91611-5741,29/11/1998,967.018.352-95
Caio Oliveira,"Pátio Ferreira, 76, Marieta 3ª Seção, 73936843 Vargas da Mata / CE",44-96933-9992,17/02/1963,608.953.247-92
Anthony Silva,"Parque de Sá, 9, Xodo-Marize, 30864546 da Cunha / AM",24-92825-4745,01/07/1937,693.254.078-92
Arthur Carvalho,"Morro de Nogueira, 91, Mirante, 70017806 das Neves / PA",55-96137-5501,13/08/1945,793.512.468-09
Otávio Jesus,"Aeroporto de Azevedo, 28, Santa Margarida, 10254-924 Silveira Paulista / RO",14-91185-2313,17/01/1986,317.506.489-20
Théo Souza,"Lagoa de Vasconcelos, 62, Grota, 13839-420 da Cunha das Pedras / RR",65-93847-6325,03/09/1992,160.793.285-77
Anna Liz Sales,"Viela da Luz, João Alfredo, 50129878 Moreira de Minas / PB",25-92782-7938,03/01/2005,571.820.693-77
Juliana Teixeira,"Favela de Cunha, 705, Nova Gameleira, 53866980 Fogaça / MT",58-95531-4641,25/03/1979,673.124.089-31
Manuela Cardoso,"Praça de Rios, 53, São Pedro, 81422-959 Caldeira Paulista / RJ",59-95591-1071,09/07/1967,123.450.897-41
Liam Rodrigues,"Lago Natália Gomes, 416, Mineirão, 64022223 das Neves Grande / GO",69-93711-5027,28/02/1976,236.174.950-52
Lavínia Vargas,"Feira de Mendonça, 1, São Gabriel, 58525-855 Fogaça / AM",68-94862-8892,29/12/1939,541.986.032-51
Dr. Murilo Machado,"Residencial Luiz Otávio Duarte, 41, São Lucas, 74593742 Alves / SE",42-92839-3987,01/06/1939,817.690.542-94
Ana Luiza da Costa,"Quadra Augusto Mendes, 3, Maria Helena, 86051821 Barros do Norte / PA",54-94114-9134,09/02/1965,890.631.274-13
João Miguel Martins,"Trevo Aylla da Conceição, 14, Itatiaia, 98143-721 Lima / PR",87-96640-5761,18/05/1935,532.461.089-51
Gustavo Henrique Brito,"Praia Sofia Fonseca, 22, Centro, 90427582 Aparecida dos Dourados / AL",24-96890-3463,19/02/1958,863.472.501-44
Sra. Lívia Aragão,"Estrada Ramos, 256, Ventosa, 80914-863 Sales / GO",25-92232-7727,24/05/1970,967.238.051-86
Júlia Ramos,"Aeroporto Clarice Pereira, 31, Anchieta, 80111-625 Gonçalves / RO",85-94233-1397,12/12/1971,768.190.324-04
Ana Julia Melo,"Pátio Costa, Leonina, 19738-367 Santos / AM",63-93404-5888,14/05/1958,760.289.413-87
Isadora da Rosa,"Loteamento de Fogaça, 95, Cônego Pinheiro 1ª Seção, 17686098 da Rosa do Galho / PB",30-92781-5162,07/10/1964,583.746.219-82
Sr. Dom Pires,"Núcleo Rael da Costa, Camponesa 2ª Seção, 54249821 Gonçalves / ES",93-97960-8823,09/09/2004,961.405.832-33
Nicolas Rezende,"Jardim Yago Cavalcante, 29, Prado, 96301361 Novais da Mata / MG",28-96649-2964,05/10/1963,623.754.819-09
Catarina da Cunha,"Sítio de Cavalcante, 81, Atila De Paiva, 05177056 Cunha / PI",20-91285-3587,23/10/2004,369.845.172-73
Sr. Davi Lucas Novais,"Vereda Luan Casa Grande, Brasil Industrial, 79259-194 Pereira / SP",39-92723-5475,16/03/1959,436.718.025-53
Dr. Fernando Vieira,"Campo de Montenegro, Santa Branca, 99112-322 Machado / MS",38-95013-2375,18/09/1998,574.861.209-76
Maria Luísa Martins,"Praça de Abreu, 97, Cônego Pinheiro 1ª Seção, 90533-535 Pires do Oeste / PI",95-93884-3557,30/05/1952,043.671.589-93
Dr. Vinícius Pereira,"Campo Pimenta, 58, Araguaia, 04981-910 Araújo / SP",56-95918-3375,08/06/1938,358.410.729-60
Maria Julia Ribeiro,"Pátio Campos, 151, Mineirão, 74961750 Vieira do Campo / MG",18-99800-5379,04/03/2003,829.407.536-10
Isabel Pastor,"Viaduto Alexandre Nogueira, 97, Buraco Quente, 39791797 Cirino / CE",68-92429-6400,13/10/1991,260.937.845-92
Sr. Diogo Vasconcelos,"Alameda Moura, 21, Etelvina Carneiro, 86068489 Ribeiro / MS",32-93327-2900,22/11/1950,287.160.459-20
Pedro Fogaça,"Distrito Farias, 48, Alípio De Melo, 45145647 Marques / AM",48-92695-6911,10/05/1948,285.306.491-33
Murilo Silveira,"Lago Maria Sophia Campos, 756, União, 51870384 Rios dos Dourados / BA",41-97403-5541,23/06/1979,395.041.268-98
Rhavi Sousa,"Via Ana Carolina Vieira, 6, João Alfredo, 07488-652 Melo / SP",80-97870-9403,08/08/1956,064.592.138-60
Sr. Luiz Fernando da Paz,"Ladeira Gomes, Conjunto Taquaril, 26646847 Carvalho / ES",65-96641-2689,23/11/1987,294.306.185-98
Sra. Sophia Machado,"Jardim Luigi Campos, Vila Tirol, 19882-626 Mendes do Campo / PA",56-93249-7990,21/05/1938,607.823.459-56
Rafael Rocha,"Viaduto Isabel Andrade, 29, Vila Real 1ª Seção, 73630-625 Abreu do Amparo / RJ",22-93971-4370,14/05/1961,432.179.856-64
Cauã Marques,"Trecho de Lima, Vila Nova Dos Milionarios, 99241-610 Almeida / RJ",55-91289-5224,25/05/1976,049.871.265-67
Alana Macedo,"Rua Aurora Aparecida, 45, Vila Pinho, 18072578 Sampaio / GO",23-97650-1951,14/12/1945,628.479.153-46
Srta. Lorena Andrade,"Esplanada de Moura, Novo Santa Cecilia, 85944802 Sampaio / PI",78-97389-9197,30/09/1954,609.287.134-31
Luísa da Rocha,"Campo Jesus, 182, Boa Viagem, 60473-991 Moreira do Sul / SE",33-94586-7166,14/03/1972,849.167.302-40
Srta. Nina da Costa,"Estrada da Mota, 142, Tiradentes, 27929-036 Ribeiro / ES",71-91527-2810,14/09/1980,167.204.395-61
Sr. Calebe Gomes,"Colônia de da Conceição, 78, Vila Atila De Paiva, 84025-042 Melo de Macedo / MS",74-91718-2544,30/07/2002,132.405.769-61
Luana Vieira,"Feira de Silveira, 70, Floresta, 10194070 Nogueira / MS",36-93757-6351,30/08/1986,740.321.596-61
Paulo Peixoto,"Trecho Gabriel Rodrigues, 11, Jonas Veiga, 31183637 Camargo / RO",77-98384-3848,27/02/1959,687.315.204-80
Emilly Pinto,"Morro de Campos, 18, Ermelinda, 58822450 Viana da Mata / AC",14-93393-6422,12/01/1992,034.562.987-65
Milena Souza,"Parque de Fonseca, 324, Jardim Montanhês, 09369534 Borges / SC",76-93453-1135,30/11/1946,375.428.190-97
Marina Martins,"Feira José Pedro Moura, 9, Europa, 84790424 Farias Paulista / AM",49-99059-9923,04/05/1945,715.482.039-04
Cauê da Mata,"Rodovia Henry Gabriel Costa, 72, Gameleira, 87331-136 Gomes / PA",12-92208-4979,25/09/1993,013.489.572-04
Anthony Gabriel Pastor,"Travessa Jesus, 70, Ademar Maldonado, 70680481 Peixoto de Barros / AP",93-92321-9964,12/03/1957,482.653.701-80
Maria Helena Casa Grande,"Rodovia Kaique Rocha, Bela Vitoria, 78610-014 Pastor das Pedras / PE",84-95542-2841,26/01/2004,689.431.720-87
João Vitor Pereira,"Quadra Sara Cirino, 98, Vila Havaí, 51224-405 Barros de Abreu / RS",96-94121-8264,08/12/1933,906.275.843-65
Raquel Cavalcanti,"Loteamento de Jesus, 451, Vila São Gabriel Jacui, 01402-360 Rocha do Sul / PI",24-98850-1057,08/11/1955,402.158.396-33
Laís Souza,"Quadra Moura, 773, Vila Nova Cachoeirinha 1ª Seção, 14288-413 Garcia do Oeste / AL",90-95074-4444,28/02/1971,012.379.546-06
Arthur Gabriel Costa,"Setor de Marques, 39, Cdi Jatoba, 53034-085 Novaes / AP",94-92151-7734,27/07/1984,317.682.049-69
Carolina Pastor,"Ladeira Isaac Sales, 7, Monsenhor Messias, 04025-477 da Conceição do Sul / AP",39-92959-7368,16/08/1937,283.416.590-42
Pedro Henrique Farias,"Área de Vasconcelos, 61, Luxemburgo, 45024422 Pereira / AM",24-91458-9825,24/03/1990,584.910.367-84
Maria Flor Sousa,"Esplanada de Camargo, 68, Bonfim, 78800649 Mendonça da Prata / RS",25-95537-9983,19/03/1978,593.418.602-70
Helena da Cunha,"Residencial Murilo Fonseca, Concórdia, 30277-457 Sales Alegre / SC",61-96529-8437,23/04/1959,924.563.078-10
Francisco Campos,"Alameda Machado, 9, Pindura Saia, 12942-384 Camargo / PA",16-98600-9216,10/03/1953,603.857.941-93
Leandro Mendonça,"Distrito Jesus, 15, João Paulo Ii, 56448-348 Rodrigues / RR",60-94927-3393,05/11/2001,907.482.163-40
Letícia Machado,"Vila Stephany Siqueira, 88, Vila Nova, 14723574 da Mota / ES",57-96229-2861,06/01/1966,574.618.302-44
Raquel Cunha,"Vereda de Fogaça, 85, Lourdes, 66739-617 Peixoto da Prata / PR",27-97672-4033,05/03/1953,498.103.572-14
Davi Lucca Pacheco,"Favela Alves, 54, Vila Nossa Senhora Do Rosário, 88346-095 Castro do Sul / AP",54-96200-4587,29/11/1937,520.397.814-04
Alana Teixeira,"Lago Francisco Martins, 81, Monte Azul, 89247-183 Melo de da Mota / AC",90-96857-6507,01/10/1970,475.089.136-39
Marcos Vinicius da Rosa,"Pátio Lima, 65, Esplanada, 87139321 Pinto / TO",48-94440-3240,06/08/1974,928.640.731-96
Fernanda da Rocha,"Travessa Giovanna Silva, 7, Lourdes, 21473823 Gomes da Serra / MS",22-94112-5841,06/11/2004,589.260.147-11
Maria Julia Mendonça,"Distrito Cardoso, 922, Vila Da Amizade, 08643971 Costa / BA",59-97259-6043,05/10/1960,582.039.471-23
Bianca Cunha,"Distrito de Nunes, 83, Camponesa 1ª Seção, 17326-596 Freitas Paulista / ES",69-97378-4683,13/10/1942,725.496.130-07
Renan Campos,"Chácara de Fernandes, 154, Vila Tirol, 97921132 Sales Verde / ES",73-94551-5208,03/01/1976,802.364.597-83
José Gonçalves,"Lagoa Gabriela Alves, 30, Santa Tereza, 43339661 Pires / AL",13-93803-5062,04/09/1935,123.049.678-50
Bryan Nogueira,"Estrada de Rezende, 57, Braúnas, 86539417 Souza das Flores / MG",66-97099-8002,14/06/1992,146.823.705-53
Henry Albuquerque,"Alameda de da Conceição, 15, Delta, 21944-754 Duarte Alegre / RO",12-91574-3394,20/06/1953,326.104.895-60
Raul Barbosa,"Colônia de Borges, 75, Conjunto Califórnia Ii, 70096116 Caldeira / SE",34-96590-9382,29/01/1960,635.192.807-95
Anthony Gabriel Costela,"Campo Porto, 73, Vila Independencia 2ª Seção, 88285320 Sousa de Minas / RR",97-95393-6594,25/07/1998,036.924.851-15
Allana Lima,"Favela Aparecida, 62, Vila Tirol, 41916426 Novais / TO",69-95823-3748,16/10/1983,567.483.291-91
Sra. Sophia Lima,"Trecho Alves, 9, Tirol, 24019-243 Pastor de Pimenta / AL",22-95138-3442,08/04/1940,628.301.954-42
Bernardo Novais,"Quadra André Souza, 598, Cdi Jatoba, 19456-260 Santos de Gonçalves / RS",17-96497-1349,10/05/1965,271.836.045-35
Bernardo Sá,"Rodovia de Farias, 17, Delta, 40726954 Teixeira Verde / SE",86-95719-6491,23/07/1940,104.892.375-41
Dr. Luiz Gustavo Carvalho,"Alameda de Nunes, 7, Marajó, 29200-868 Ferreira / AL",75-91941-1316,01/10/1987,621.504.798-85
Esther Cunha,"Lago de Silva, 75, Cabana Do Pai Tomás, 95576-324 Costela Alegre / RO",15-98005-2284,01/01/1950,140.238.679-69
Asafe Azevedo,"Recanto de Araújo, 18, Serra Verde, 27518-040 Peixoto / AL",55-98395-5488,30/10/1964,642.975.081-76
Arthur Miguel Gomes,"Passarela de Rios, 55, Mirante, 52057566 Castro do Sul / PR",62-99864-8189,23/12/1966,301.468.529-15
